,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
0,738,32,54,13.5369198,11.8887,-1216.3862123999997,-0.12175737349053362,2014-03-20,2014-04-22,33 days 00:00:00.000000000
1,-740,54,120,11.8649226,11.8115,39.5327239999995,0.004502566245143447,2014-04-22,2014-07-28,97 days 00:00:00.000000000
2,745,120,145,11.835123000000001,12.1653,245.9818649999993,0.02789806240290016,2014-07-28,2014-09-03,37 days 00:00:00.000000000
3,744,145,175,12.189630600000001,10.8589,-990.0635664000006,-0.10916906702652673,2014-09-03,2014-10-15,42 days 00:00:00.000000000
4,-745,175,237,10.8371822,12.7368,-1415.2152609999998,-0.17528705939815237,2014-10-15,2015-01-13,90 days 00:00:00.000000000
5,522,237,238,12.7622736,13.2267,242.43058079999943,0.03639056915375938,2015-01-13,2015-01-14,1 days 00:00:00.000000000
6,521,238,246,13.253153399999999,14.2064,496.6414786000009,0.07192602177229768,2015-01-14,2015-01-26,12 days 00:00:00.000000000
7,520,246,249,14.2348128,15.1046,452.28934399999963,0.061102819701288835,2015-01-26,2015-01-29,3 days 00:00:00.000000000
8,-521,249,295,15.0743908,15.5128,-228.41119320000033,-0.02908304592978972,2015-01-29,2015-04-13,74 days 00:00:00.000000000
9,490,295,323,15.5438256,16.5098,473.3274559999993,0.06214521603999468,2015-04-13,2015-05-27,44 days 00:00:00.000000000
10,-491,323,342,16.4767804,19.4487,-1459.2125236,-0.18037016503539727,2015-05-27,2015-06-23,27 days 00:00:00.000000000
11,340,342,351,19.4875974,21.5232,692.1048840000002,0.10445631435304592,2015-06-23,2015-07-06,13 days 00:00:00.000000000
12,-341,351,397,21.480153599999998,23.9783,-851.867922400001,-0.11630021118657186,2015-07-06,2015-09-09,65 days 00:00:00.000000000
13,269,397,401,24.0262566,25.788,473.9089746000001,0.07332575479111458,2015-09-09,2015-09-15,6 days 00:00:00.000000000
14,-270,401,417,25.736424,22.4401,890.0074799999995,0.12808010934230796,2015-09-15,2015-10-07,22 days 00:00:00.000000000
15,348,417,454,22.484980200000003,19.6351,-991.7583096000004,-0.12674595105936548,2015-10-07,2015-11-27,51 days 00:00:00.000000000
16,-349,454,553,19.5958298,15.8347,1312.6343002000003,0.19193521470573294,2015-11-27,2016-04-25,150 days 00:00:00.000000000
17,514,553,561,15.8663694,16.4681,309.2895283999999,0.03792490801329751,2016-04-25,2016-05-09,14 days 00:00:00.000000000
18,-515,561,585,16.435163799999998,16.9205,-249.94814300000132,-0.029530353692002853,2016-05-09,2016-06-10,32 days 00:00:00.000000000
19,485,585,625,16.954341,15.1108,-894.117385,-0.10873563295677491,2016-06-10,2016-08-05,56 days 00:00:00.000000000
20,-486,625,663,15.080578399999998,15.6538,-278.5856976000009,-0.038010584527713,2016-08-05,2016-09-29,55 days 00:00:00.000000000
21,449,663,702,15.6851076,15.4368,-111.49011240000019,-0.015830787160172277,2016-09-29,2016-11-23,55 days 00:00:00.000000000
22,448,702,717,15.4676736,13.4357,-910.3241727999995,-0.13136905087006745,2016-11-23,2016-12-14,21 days 00:00:00.000000000
23,-449,717,732,13.408828600000001,14.6268,-546.8691585999991,-0.09083354231256258,2016-12-14,2017-01-05,22 days 00:00:00.000000000
24,374,732,737,14.6560536,15.8179,434.53055359999996,0.07927416422658284,2017-01-05,2017-01-12,7 days 00:00:00.000000000
25,-374,737,781,15.7862642,16.5803,-296.96938920000053,-0.05029915817575148,2017-01-12,2017-03-22,69 days 00:00:00.000000000
26,338,781,822,16.6134606,17.5331,310.8381172000004,0.055355077556809684,2017-03-22,2017-05-23,62 days 00:00:00.000000000
27,337,822,823,17.5681662,17.5808,4.257590599999897,0.000719130264147827,2017-05-23,2017-05-24,1 days 00:00:00.000000000
28,336,823,826,17.6159616,18.5813,324.3537024000001,0.054799074948028936,2017-05-24,2017-05-29,5 days 00:00:00.000000000
29,-337,826,927,18.5441374,21.1427,-875.7155962000004,-0.14012852385358188,2017-05-29,2017-10-18,142 days 00:00:00.000000000
30,254,927,936,21.184985400000002,21.4377,64.18950839999933,0.011928948508975523,2017-10-18,2017-10-31,13 days 00:00:00.000000000
31,253,936,943,21.4805754,23.4045,486.75292379999985,0.08956578509530977,2017-10-31,2017-11-09,9 days 00:00:00.000000000
32,-254,943,980,23.357691,25.0762,-436.5012860000002,-0.07357358225177313,2017-11-09,2018-01-02,54 days 00:00:00.000000000
33,218,980,981,25.126352400000002,26.5513,310.6385767999999,0.05671127974787127,2018-01-02,2018-01-03,1 days 00:00:00.000000000
34,-219,981,996,26.498197400000002,31.9599,-1196.1128693999997,-0.2061160054608091,2018-01-03,2018-01-26,23 days 00:00:00.000000000
35,144,996,997,32.0238198,32.4516,61.60034880000012,0.013358187832420931,2018-01-26,2018-01-29,3 days 00:00:00.000000000
36,-144,997,1044,32.386696799999996,46.0222,-1963.5124608000003,-0.42102173260225806,2018-01-29,2018-04-11,72 days 00:00:00.000000000
37,58,1044,1048,46.1142444,39.3352,-393.1845751999998,-0.14700543157983514,2018-04-11,2018-04-17,6 days 00:00:00.000000000
38,-59,1048,1253,39.2565296,32.009,427.6042464,0.18461972247286984,2018-04-17,2019-02-13,302 days 00:00:00.000000000
39,85,1253,1260,32.073018,33.6316,132.4794700000001,0.048594803270462394,2019-02-13,2019-02-22,9 days 00:00:00.000000000
40,-85,1260,1268,33.5643368,34.025,-39.15637199999992,-0.013724781834509425,2019-02-22,2019-03-06,12 days 00:00:00.000000000
41,83,1268,1276,34.09305,36.5818,206.56625000000025,0.07299874901189551,2019-03-06,2019-03-18,12 days 00:00:00.000000000
42,-83,1276,1352,36.5086364,32.3532,344.90122119999995,0.11382064107987333,2019-03-18,2019-07-08,112 days 00:00:00.000000000
43,104,1352,1359,32.4179064,33.9266,156.9041344000001,0.04653889678699308,2019-07-08,2019-07-17,9 days 00:00:00.000000000
44,-104,1359,1401,33.8587468,39.1877,-554.2111328000001,-0.15738778613034787,2019-07-17,2019-09-16,61 days 00:00:00.000000000
45,76,1401,1437,39.2660754,41.597,177.15026960000023,0.059362301331495004,2019-09-16,2019-11-05,50 days 00:00:00.000000000
46,-76,1437,1466,41.513806,42.2,-52.15074400000003,-0.01652929630205424,2019-11-05,2019-12-16,41 days 00:00:00.000000000
47,73,1466,1472,42.284400000000005,44.55,165.38879999999943,0.053580043704060776,2019-12-16,2019-12-24,8 days 00:00:00.000000000
48,73,1472,1483,44.6391,47.75,227.09570000000008,0.06969002511251343,2019-12-24,2020-01-09,16 days 00:00:00.000000000
49,-73,1483,1561,47.6545,37.95,708.4284999999998,0.20364288786998075,2020-01-09,2020-05-08,120 days 00:00:00.000000000
50,110,1561,1562,38.0259,38.5,52.150999999999996,0.01246781798721397,2020-05-08,2020-05-11,3 days 00:00:00.000000000
51,110,1562,1574,38.577,42.75,459.0300000000002,0.10817326386188664,2020-05-11,2020-05-27,16 days 00:00:00.000000000
